#cluster_id	cluster_protein_count	TAXON_count	protein_span_mean	protein_span_sd	fraction_secreted	GO	GO_entropy	IPR	IPR_entropy	SignalP_EUK	SignalP_EUK_entropy	Pfam	Pfam_entropy
OG0008637	12	12	254.58333333333334	6.701471646005989	0.00	GO:0010181:12	0.000	IPR002563:12	0.000	N/A	N/A	PF01613:12	0.000
OG0008638	12	12	432.3333333333333	56.99317697954925	0.00	N/A	N/A	IPR045690:16	0.000	N/A	N/A	PF19527:16	0.000
OG0008639	12	12	427.3333333333333	42.831712031572536	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008640	12	12	76.66666666666667	2.6246692913372702	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008641	12	8	1008.1666666666666	170.56808676367984	0.00	GO:0043531:3	0.000	IPR031348:3;IPR002182:3	1.000	N/A	N/A	PF13424:9;PF13374:4;PF17111:3;PF00931:3	1.825
OG0008642	12	11	356.25	76.56927691095605	0.00	N/A	N/A	IPR013154:11;IPR013149:10	0.998	N/A	N/A	PF08240:11;PF00107:10	0.998
OG0008643	12	9	304.0833333333333	59.09379315028685	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008644	12	12	519.75	28.577744837547975	0.00	GO:0016020:12;GO:0022857:12;GO:0055085:12	1.585	IPR001248:14	0.000	N/A	N/A	PF02133:14	0.000
OG0008645	12	12	343.8333333333333	2.3033791601808757	0.00	N/A	N/A	IPR044861:12;IPR026992:12	1.000	N/A	N/A	PF03171:12;PF14226:12	1.000
OG0008646	12	12	188.16666666666666	40.61164310337069	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008647	12	11	316.0833333333333	89.37417443286152	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008648	12	12	123.41666666666667	31.883795082908325	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008649	12	12	183.25	5.3091901453988255	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008650	12	12	361.1666666666667	66.93757456682225	0.00	GO:0000981:1;GO:0006355:1;GO:0008270:1	1.585	IPR021858:3;IPR001138:1	0.811	N/A	N/A	PF11951:3;PF00172:1	0.811
OG0008651	12	12	157.0	11.32843031197762	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008652	12	12	212.83333333333334	41.54883338380941	0.00	N/A	N/A	IPR012816:12	0.000	N/A	N/A	PF08719:12	0.000
OG0008653	12	12	78.16666666666667	14.971268780196581	0.00	N/A	N/A	IPR017384:12	0.000	N/A	N/A	PF15879:12	0.000
OG0008654	12	12	101.0	10.91634859587521	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008655	12	12	72.91666666666667	4.13235875607248	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008656	12	12	413.9166666666667	8.13898369303905	0.00	GO:0004553:12;GO:0071704:12	1.000	IPR001547:12	0.000	N/A	N/A	PF00150:12	0.000
OG0008657	12	12	289.8333333333333	86.15473805246516	0.00	GO:0016846:9	0.000	IPR006913:11	0.000	N/A	N/A	PF04828:11	0.000
OG0008658	12	11	330.3333333333333	53.57289945070694	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008659	12	12	166.58333333333334	28.09940193116019	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008660	12	12	239.33333333333334	15.342388630486743	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008661	12	12	387.5833333333333	43.375220140331535	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008662	12	12	59.5	0.5	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008663	12	12	431.8333333333333	10.11462088046584	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008664	12	11	429.8333333333333	159.30412912274292	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008665	12	12	129.58333333333334	5.6782968886414835	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008666	12	6	691.5833333333334	123.56540665664569	0.00	GO:0008270:10;GO:0003677:9;GO:0006351:9;GO:0000981:1;GO:0006355:1	1.898	IPR007219:9;IPR001138:1	0.469	N/A	N/A	PF04082:9;PF00172:1	0.469
OG0008667	12	12	318.0	175.40667034066863	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008668	12	11	674.1666666666666	7.711823534172849	0.00	GO:0005507:12;GO:0008131:12;GO:0009308:12;GO:0048038:12	2.000	IPR015798:12;IPR015800:6;IPR015802:1	1.167	N/A	N/A	PF01179:12;PF02727:6;PF02728:1	1.167
OG0008669	12	12	110.5	19.62354028541571	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008670	12	12	410.5	135.49753995306827	0.00	GO:0000981:4;GO:0006355:4;GO:0008270:4	1.585	IPR021858:8;IPR001138:4	0.918	N/A	N/A	PF11951:8;PF00172:4	0.918
OG0008671	12	12	599.0833333333334	190.78148859071442	0.00	GO:0005515:10	0.000	IPR001680:26;IPR013535:11;IPR015155:8	1.397	N/A	N/A	PF00400:26;PF08324:11;PF09070:8	1.397
OG0008672	12	12	387.5	41.4578098794425	0.00	N/A	N/A	IPR026992:12;IPR044861:11	0.999	N/A	N/A	PF14226:12;PF03171:11	0.999
OG0008673	12	11	267.6666666666667	1.748014746950253	0.00	GO:0003824:12	0.000	IPR005000:12	0.000	N/A	N/A	PF03328:12	0.000
OG0008674	12	10	275.0833333333333	142.67647454604733	0.00	GO:0004672:1;GO:0005524:1;GO:0006468:1	1.585	IPR000719:1;IPR021858:1	1.000	N/A	N/A	PF00069:1;PF11951:1	1.000
OG0008675	12	12	641.5833333333334	150.10188669330205	0.00	GO:0008270:8;GO:0003677:7;GO:0006351:7;GO:0000981:2;GO:0006355:2	2.112	IPR007219:7;IPR001138:2	0.764	N/A	N/A	PF04082:7;PF00172:2	0.764
OG0008676	12	11	260.4166666666667	124.43904688195298	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008677	12	6	75.5	20.41853732926692	0.00	N/A	N/A	IPR008862:1	0.000	N/A	N/A	PF05794:1	0.000
OG0008678	12	8	326.4166666666667	9.277736194184921	0.00	N/A	N/A	IPR008775:12	0.000	N/A	N/A	PF05721:12	0.000
OG0008679	12	8	235.25	56.29849761168884	0.00	N/A	N/A	IPR002347:1	0.000	N/A	N/A	PF13561:12;PF00106:1	0.391
OG0008680	12	11	530.5833333333334	202.1474125208851	0.00	GO:0004497:11;GO:0005506:11;GO:0016705:11;GO:0020037:11;GO:0016491:1;GO:0050660:1	2.215	IPR001128:11;IPR012951:1	0.414	N/A	N/A	PF00067:11;PF08031:1	0.414
OG0008681	12	12	479.75	99.18595750743482	0.00	GO:0008270:6	0.000	IPR003126:6	0.000	N/A	N/A	PF02207:6	0.000
OG0008682	12	12	818.3333333333334	202.25657522617706	0.00	GO:0000981:3;GO:0006355:3;GO:0008270:3	1.585	IPR021858:12;IPR001138:3	0.722	N/A	N/A	PF11951:12;PF00172:3	0.722
OG0008683	12	12	254.33333333333334	101.30756251249076	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008684	12	10	289.6666666666667	69.03662474046334	0.00	N/A	N/A	IPR002347:11	0.000	N/A	N/A	PF00106:11	0.000
OG0008685	12	6	487.75	183.77709550793682	0.00	GO:0016020:10;GO:0022857:10;GO:0055085:10	1.585	IPR002293:10;IPR021858:3	0.779	N/A	N/A	PF13520:10;PF11951:3;PF13561:1	1.095
OG0008686	12	11	544.1666666666666	144.78595312468065	0.00	GO:0016020:11;GO:0022857:11;GO:0055085:11	1.585	IPR006043:15	0.000	N/A	N/A	PF00860:15	0.000
OG0008687	11	11	721.1818181818181	15.248357180175669	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008688	11	11	534.6363636363636	44.67717075617993	0.00	GO:0004497:11;GO:0005506:11;GO:0016705:11;GO:0020037:11	2.000	IPR001128:13	0.000	N/A	N/A	PF00067:13	0.000
OG0008689	11	6	712.1818181818181	123.08741770259955	0.00	GO:0003677:11;GO:0006351:11;GO:0008270:11;GO:0000981:8;GO:0006355:8	2.305	IPR001138:12;IPR007219:11	0.999	N/A	N/A	PF00172:12;PF04082:11	0.999
OG0008690	11	11	154.8181818181818	20.563949840870823	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008691	11	11	725.8181818181819	28.546033578377422	0.00	GO:0000981:11;GO:0006355:11;GO:0008270:11;GO:0003677:10;GO:0006351:10	2.320	IPR001138:11;IPR007219:10	0.998	N/A	N/A	PF00172:11;PF04082:10	0.998
OG0008692	11	9	375.54545454545456	127.84320199963962	0.00	N/A	N/A	IPR000801:8	0.000	N/A	N/A	PF00756:8	0.000
OG0008693	11	11	644.5454545454545	49.332570167576336	0.00	GO:0004553:11;GO:0005975:11	1.000	IPR006710:11;IPR041542:11	1.000	N/A	N/A	PF04616:11;PF17851:11	1.000
OG0008694	11	10	928.0	344.84937423328887	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008695	11	7	204.1818181818182	43.52390812544752	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008696	11	10	319.8181818181818	10.124840576236986	0.00	GO:0004061:11;GO:0019441:11	1.000	IPR007325:11	0.000	N/A	N/A	PF04199:11	0.000
OG0008697	11	11	752.4545454545455	248.3609410209129	0.00	GO:0000981:9;GO:0006355:9;GO:0008270:9;GO:0016787:1	1.751	IPR001138:9;IPR013094:1	0.469	N/A	N/A	PF00172:9;PF07859:1	0.469
OG0008698	11	11	421.45454545454544	10.697184305513096	0.00	N/A	N/A	IPR029065:11	0.000	N/A	N/A	PF13378:11	0.000
OG0008699	11	11	316.45454545454544	0.7820295697311478	0.00	GO:0016829:11	0.000	IPR002220:11	0.000	N/A	N/A	PF00701:11	0.000
OG0008700	11	10	266.0	3.302891295379082	0.00	N/A	N/A	IPR002347:11	0.000	N/A	N/A	PF00106:11	0.000
OG0008701	11	10	345.6363636363636	48.29506416954528	0.00	N/A	N/A	IPR023210:11	0.000	N/A	N/A	PF00248:11	0.000
OG0008702	11	10	718.0909090909091	65.94688571522684	0.00	N/A	N/A	IPR010730:11	0.000	N/A	N/A	PF06985:11	0.000
OG0008703	11	11	779.5454545454545	28.072515307725446	0.00	GO:0000981:11;GO:0003677:11;GO:0006351:11;GO:0006355:11;GO:0008270:11	2.322	IPR007219:11;IPR001138:11	1.000	N/A	N/A	PF04082:11;PF00172:11	1.000
OG0008704	11	10	262.45454545454544	1.437398936440172	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13561:11	0.000
OG0008705	11	11	336.45454545454544	8.978394636455555	0.00	GO:0016787:11	0.000	IPR013094:12	0.000	N/A	N/A	PF07859:12	0.000
OG0008706	11	10	362.54545454545456	78.68968239675694	0.00	N/A	N/A	IPR027474:11;IPR040919:10	0.998	N/A	N/A	PF00710:11;PF17763:10	0.998
OG0008707	11	11	1248.2727272727273	208.9480539660476	0.00	N/A	N/A	IPR001173:11;IPR045063:10;IPR024655:3	1.417	N/A	N/A	PF13632:11;PF00350:10;PF11790:3	1.417
OG0008708	11	11	491.6363636363636	31.818441557381405	0.00	GO:0004553:11;GO:0005975:11	1.000	IPR000757:11	0.000	N/A	N/A	PF00722:11	0.000
OG0008709	11	10	513.0909090909091	180.534285107216	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008710	11	9	442.09090909090907	109.16664038020419	0.00	GO:0016491:11	0.000	IPR015590:12	0.000	N/A	N/A	PF00171:12	0.000
OG0008711	11	10	524.2727272727273	122.40624680218878	0.00	N/A	N/A	IPR001466:10	0.000	N/A	N/A	PF00144:10	0.000
OG0008712	11	11	179.0	5.063236478416116	0.00	GO:0016491:11	0.000	IPR009799:11	0.000	N/A	N/A	PF07110:11	0.000
OG0008713	11	8	290.3636363636364	5.56405227203613	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13561:11	0.000
OG0008714	11	7	578.0	79.99431798003474	0.00	GO:0008239:11;GO:0016787:10	0.998	IPR013736:11;IPR000383:10	0.998	N/A	N/A	PF08530:11;PF02129:10	0.998
OG0008715	11	8	404.09090909090907	32.27003830026897	0.00	N/A	N/A	IPR021889:11	0.000	N/A	N/A	PF12006:11	0.000
OG0008716	11	9	492.3636363636364	141.12423458349335	0.00	GO:0003677:10;GO:0006351:10;GO:0008270:10;GO:0000981:1;GO:0006355:1	1.886	IPR007219:10;IPR001138:1	0.439	N/A	N/A	PF04082:10;PF00172:1	0.439
OG0008717	11	11	317.1818181818182	8.397165991822172	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008718	11	11	119.18181818181819	15.200587200488979	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008719	11	11	363.8181818181818	55.27915632466673	0.00	N/A	N/A	IPR010905:12	0.000	N/A	N/A	PF07470:12	0.000
OG0008720	11	11	626.2727272727273	179.42843136880808	0.00	GO:0003677:10;GO:0006351:10;GO:0008270:10;GO:0000981:1;GO:0006355:1	1.886	IPR007219:10;IPR001138:1	0.439	N/A	N/A	PF04082:10;PF00172:1	0.439
OG0008721	11	10	1643.8181818181818	119.8482511586428	0.00	GO:0004252:11;GO:0005618:11;GO:0006508:11;GO:0008236:11;GO:0016020:11	2.322	IPR000209:11;IPR010435:11	1.000	N/A	N/A	PF00082:11;PF06280:11	1.000
OG0008722	11	11	989.0	83.30775364983633	0.00	N/A	N/A	IPR019787:6;IPR024610:2	0.811	N/A	N/A	PF00628:6;PF12998:2	0.811
OG0008723	11	11	429.27272727272725	0.4453617714151233	0.00	GO:0005524:11;GO:0006040:11;GO:0009254:11;GO:0016773:11	2.000	IPR005338:21	0.000	N/A	N/A	PF03702:21	0.000
OG0008724	11	10	487.3636363636364	11.70293457582116	0.00	GO:0008519:11;GO:0016020:11;GO:0072488:11	1.585	IPR024041:11	0.000	N/A	N/A	PF00909:11	0.000
OG0008725	11	10	529.0909090909091	111.02125475900758	0.00	GO:0008270:7;GO:0000981:4;GO:0006355:4;GO:0003677:4;GO:0006351:4	2.278	IPR001138:4;IPR007219:4	1.000	N/A	N/A	PF00172:4;PF04082:4	1.000
OG0008726	11	11	522.0909090909091	66.21240551911778	0.00	N/A	N/A	IPR024671:11	0.000	N/A	N/A	PF11700:11	0.000
OG0008727	11	10	1343.4545454545455	242.31773417874447	0.00	GO:0005524:11;GO:0016020:10;GO:0055085:10;GO:0140359:10	1.999	IPR003439:21;IPR011527:10	0.907	N/A	N/A	PF00005:21;PF00664:10	0.907
OG0008728	11	8	284.6363636363636	109.48912169067319	0.00	GO:0004672:9;GO:0005524:9;GO:0006468:9	1.585	IPR000719:9	0.000	N/A	N/A	PF00069:9	0.000
OG0008729	11	10	163.9090909090909	34.48175946115845	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008730	11	11	264.45454545454544	12.183174958364333	0.00	GO:0016747:11	0.000	IPR000182:11	0.000	N/A	N/A	PF00583:11	0.000
OG0008731	11	8	184.27272727272728	15.027797933955648	0.00	N/A	N/A	IPR013096:4	0.000	N/A	N/A	PF07883:4	0.000
OG0008732	11	11	293.27272727272725	44.84537253738147	0.00	N/A	N/A	IPR041667:11	0.000	N/A	N/A	PF13621:11	0.000
OG0008733	11	10	484.0	118.78552100319298	0.00	GO:0022857:10;GO:0055085:10	1.000	IPR011701:10	0.000	N/A	N/A	PF07690:10	0.000
OG0008734	11	11	134.36363636363637	12.204862870427934	0.00	N/A	N/A	IPR025363:11	0.000	N/A	N/A	PF14087:11	0.000
OG0008735	11	11	183.0909090909091	4.077756634910145	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008736	11	8	389.90909090909093	3.9875840362656922	0.00	N/A	N/A	IPR002575:8;IPR004119:3	0.845	N/A	N/A	PF01636:8;PF02958:3	0.845
OG0008737	11	7	300.45454545454544	55.062548955897974	0.00	GO:0016787:5	0.000	IPR000073:4;IPR002925:3;IPR000383:2	1.530	N/A	N/A	PF12697:4;PF01738:3;PF02129:2	1.530
OG0008738	11	11	176.63636363636363	34.79621904035167	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008739	11	7	351.1818181818182	59.496093350462445	0.00	GO:0005515:5	0.000	IPR001810:5	0.000	N/A	N/A	PF00646:5	0.000
OG0008740	11	9	378.09090909090907	260.4302225672863	0.00	GO:0003677:1;GO:0006351:1;GO:0008270:1	1.585	IPR007219:1;IPR010730:1	1.000	N/A	N/A	PF04082:1;PF06985:1	1.000
OG0008741	11	11	323.3636363636364	2.3845230997461826	0.00	GO:0005975:11	0.000	IPR001585:11	0.000	N/A	N/A	PF00923:11	0.000
OG0008742	11	11	555.0909090909091	107.52036132367466	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008743	11	11	302.72727272727275	1.7104443383842527	0.00	N/A	N/A	IPR002347:11	0.000	N/A	N/A	PF00106:11	0.000
OG0008744	11	11	492.09090909090907	125.06540437667336	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008745	11	11	495.45454545454544	6.199173498629934	0.00	GO:0016491:11	0.000	IPR015590:11	0.000	N/A	N/A	PF00171:11	0.000
OG0008746	11	11	595.2727272727273	3.3053925386723346	0.00	GO:0000287:11;GO:0003824:11;GO:0030976:11	1.585	IPR012000:11;IPR011766:11;IPR012001:11	1.585	N/A	N/A	PF00205:11;PF02775:11;PF02776:11	1.585
OG0008747	11	11	307.27272727272725	42.48227632381406	0.00	GO:0016799:11	0.000	IPR001910:11	0.000	N/A	N/A	PF01156:11	0.000
OG0008748	11	9	426.8181818181818	37.01552053302207	0.00	GO:0003824:11	0.000	IPR003673:11	0.000	N/A	N/A	PF02515:11	0.000
OG0008749	11	11	331.6363636363636	16.012908016362793	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008750	11	11	295.27272727272725	112.16958825334797	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008751	11	11	188.45454545454547	12.32413475748546	0.00	N/A	N/A	IPR024526:11	0.000	N/A	N/A	PF12720:11	0.000
OG0008752	11	11	416.6363636363636	19.832355232034008	0.00	GO:0008061:1	0.000	IPR018392:6;IPR001002:1	0.592	N/A	N/A	PF01476:6;PF00187:1	0.592
OG0008753	11	11	322.6363636363636	111.45424885026527	0.00	N/A	N/A	IPR001466:11	0.000	N/A	N/A	PF00144:11	0.000
OG0008754	11	11	225.9090909090909	109.46851315287346	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008755	11	7	181.0	55.235034995092484	0.00	N/A	N/A	IPR031352:2;IPR031348:2	1.000	N/A	N/A	PF17107:2;PF17111:2	1.000
OG0008756	11	11	318.6363636363636	147.74318795388456	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008757	11	11	376.09090909090907	7.993799249811131	0.00	GO:0000166:11	0.000	IPR004104:11;IPR000683:11	1.000	N/A	N/A	PF02894:11;PF01408:11	1.000
OG0008758	11	11	847.2727272727273	21.358800226310418	0.00	GO:0003677:11;GO:0006351:11;GO:0008270:11;GO:0000981:6;GO:0006355:6	2.266	IPR007219:11;IPR001138:6	0.937	N/A	N/A	PF04082:11;PF00172:6	0.937
OG0008759	11	11	542.6363636363636	4.028821782938243	0.00	N/A	N/A	IPR023631:11	0.000	N/A	N/A	PF01425:11	0.000
OG0008760	11	11	633.8181818181819	114.72640829525946	0.00	GO:0003677:11;GO:0006351:11;GO:0008270:11;GO:0000981:2;GO:0006355:2	2.016	IPR007219:11;IPR001138:2	0.619	N/A	N/A	PF04082:11;PF00172:2	0.619
OG0008761	11	11	519.2727272727273	95.60818803760853	0.00	GO:0016020:11;GO:0022857:11;GO:0055085:11	1.585	IPR005828:11	0.000	N/A	N/A	PF00083:11	0.000
OG0008762	11	10	305.27272727272725	2.092884442403879	0.00	N/A	N/A	IPR002347:11	0.000	N/A	N/A	PF00106:11	0.000
OG0008763	11	11	359.3636363636364	40.95068592448666	0.00	N/A	N/A	IPR002347:11	0.000	N/A	N/A	PF00106:11	0.000
OG0008764	11	11	394.8181818181818	126.66478177515944	0.00	N/A	N/A	IPR008160:13	0.000	N/A	N/A	PF01391:13	0.000
OG0008765	11	9	521.9090909090909	178.7967126733876	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008766	11	10	474.72727272727275	69.35166106562974	0.00	GO:0016787:10	0.000	IPR006680:10	0.000	N/A	N/A	PF01979:10	0.000
OG0008767	11	11	982.8181818181819	130.50030872956737	0.00	N/A	N/A	IPR035396:12;IPR035398:11;IPR013737:11;IPR008902:11	1.999	N/A	N/A	PF17389:12;PF17390:11;PF08531:11;PF05592:11	1.999
OG0008768	11	7	285.54545454545456	84.57741331452037	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008769	11	11	719.5454545454545	149.97355138724456	0.00	GO:0003677:10;GO:0006351:10;GO:0008270:10;GO:0051920:1	1.739	IPR007219:10;IPR013087:1;IPR003779:1	0.817	N/A	N/A	PF04082:10;PF00096:1;PF02627:1	0.817
OG0008770	11	11	368.54545454545456	52.413328694077315	0.00	N/A	N/A	IPR013149:11;IPR013154:10	0.998	N/A	N/A	PF00107:11;PF08240:10	0.998
OG0008771	11	9	650.1818181818181	6.644453350771492	0.00	GO:0004499:3;GO:0050660:3;GO:0050661:3;GO:0016491:1	1.895	IPR020946:3;IPR023753:1	0.811	N/A	N/A	PF00743:3;PF13450:2;PF07992:1	1.459
OG0008772	11	11	309.72727272727275	0.7496555682941201	0.00	N/A	N/A	IPR023210:11	0.000	N/A	N/A	PF00248:11	0.000
OG0008773	11	11	793.7272727272727	96.047422859838	0.00	GO:0003677:11;GO:0006351:11;GO:0008270:11	1.585	IPR007219:11	0.000	N/A	N/A	PF04082:11	0.000
OG0008774	11	11	644.0	2.04494943258218	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13738:11	0.000
OG0008775	11	11	479.1818181818182	91.32242399305301	0.00	GO:0000981:2;GO:0006355:2;GO:0008270:2	1.585	IPR021858:11;IPR001138:2	0.619	N/A	N/A	PF11951:11;PF00172:2	0.619
OG0008776	11	6	604.4545454545455	418.2096828661135	0.00	GO:0005524:4;GO:0140658:4;GO:0016020:1;GO:0022857:1;GO:0055085:1	2.005	IPR000330:4;IPR001650:1;IPR005828:1	1.252	N/A	N/A	PF00176:4;PF00271:1;PF00083:1	1.252
OG0008777	11	10	441.6363636363636	100.77812959644903	0.00	GO:0004497:10;GO:0005506:10;GO:0016705:10;GO:0020037:10	2.000	IPR001128:11	0.000	N/A	N/A	PF00067:11	0.000
OG0008778	11	11	271.8181818181818	27.656392263956832	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008779	11	11	212.54545454545453	39.30848540446946	0.00	GO:0000272:11;GO:0008810:11	1.000	IPR002594:11	0.000	N/A	N/A	PF01670:11	0.000
OG0008780	11	11	360.27272727272725	64.30904207467239	0.00	GO:0016787:11	0.000	IPR006680:11	0.000	N/A	N/A	PF04909:11	0.000
OG0008781	11	10	563.1818181818181	130.9953629865078	0.00	GO:0004371:11;GO:0006071:11	1.000	IPR004006:11;IPR004007:10	0.998	N/A	N/A	PF02733:11;PF02734:10	0.998
OG0008782	11	8	265.09090909090907	76.84276099513455	0.00	N/A	N/A	IPR003615:7	0.000	N/A	N/A	PF13391:7	0.000
OG0008783	11	10	196.1818181818182	28.44394225911151	0.00	N/A	N/A	IPR005301:11	0.000	N/A	N/A	PF03637:11	0.000
OG0008784	11	11	370.0	123.12964342882297	0.00	GO:0004672:7;GO:0005524:7;GO:0006468:7	1.585	IPR000719:7	0.000	N/A	N/A	PF00069:7	0.000
OG0008785	11	11	350.90909090909093	17.971970830634856	0.00	N/A	N/A	IPR040921:11;IPR040449:11	1.000	N/A	N/A	PF17676:11;PF02016:11	1.000
OG0008786	11	11	570.2727272727273	22.807857135369776	0.00	GO:0016020:11;GO:0022857:11;GO:0055085:11	1.585	IPR001248:11	0.000	N/A	N/A	PF02133:11	0.000
OG0008787	11	11	220.63636363636363	145.95470824712757	0.00	GO:0004553:1;GO:0005975:1	1.000	IPR006102:1;IPR006103:1	1.000	N/A	N/A	PF00703:1;PF02836:1	1.000
OG0008788	11	11	463.72727272727275	52.14680485128832	0.00	GO:0015109:11;GO:0015703:11	1.000	IPR003370:17	0.000	N/A	N/A	PF02417:17	0.000
OG0008789	11	11	403.09090909090907	220.40188686927613	0.00	GO:0005515:8	0.000	IPR013655:8	0.000	N/A	N/A	PF08447:8	0.000
OG0008790	11	11	411.27272727272725	71.16062612669876	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008791	11	10	348.0	84.09518416651456	0.00	N/A	N/A	IPR002575:7	0.000	N/A	N/A	PF01636:7	0.000
OG0008792	11	11	156.36363636363637	61.262880244629116	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008793	11	11	156.27272727272728	20.199419024457605	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008794	11	11	171.0909090909091	107.93807529863386	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008795	11	11	530.9090909090909	13.412711375642173	0.00	N/A	N/A	IPR007461:11	0.000	N/A	N/A	PF04366:11	0.000
OG0008796	11	11	922.0	9.862693712811286	0.00	GO:0035673:11	0.000	IPR004813:11	0.000	N/A	N/A	PF03169:11	0.000
OG0008797	11	11	465.0	133.6365491649918	0.00	N/A	N/A	IPR046676:6	0.000	N/A	N/A	PF20183:6	0.000
OG0008798	11	11	230.0909090909091	101.23371208648786	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008799	11	11	331.3636363636364	93.8308659501695	0.00	GO:0016788:10	0.000	IPR007036:10	0.000	N/A	N/A	PF04952:10	0.000
OG0008800	11	11	516.1818181818181	136.0620300931081	0.00	N/A	N/A	IPR010770:8	0.000	N/A	N/A	PF07093:8	0.000
OG0008801	11	11	193.72727272727272	54.552878282686606	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008802	11	9	668.8181818181819	433.91470007611946	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008803	11	11	332.54545454545456	90.98487750106771	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008804	11	11	429.54545454545456	265.0939331414994	0.00	GO:0005524:4;GO:0006298:4	1.000	IPR014790:4	0.000	N/A	N/A	PF13589:10;PF08676:4	0.863
OG0008805	11	11	85.45454545454545	4.519928325329474	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008806	11	10	358.09090909090907	14.736809482347537	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13622:11	0.000
OG0008807	11	8	305.72727272727275	68.49165962375659	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008808	11	11	116.72727272727273	1.7104443383842527	0.00	N/A	N/A	IPR006175:11	0.000	N/A	N/A	PF01042:11	0.000
OG0008809	11	11	94.72727272727273	27.203244823469493	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0008810	11	11	347.27272727272725	75.79048981968276	0.00	GO:0016491:11;GO:0071949:1	0.414	IPR003819:11;IPR002938:1	0.414	N/A	N/A	PF02668:11;PF01494:1	0.414
