NODE_1_length_651419_cov_79.581183	SEPCBS119000_NODE1
NODE_1278_length_216_cov_3.438202	SEPCBS119000_NODE1278
NODE_1279_length_215_cov_153.590909	SEPCBS119000_NODE1279
NODE_1280_length_214_cov_75.540230	SEPCBS119000_NODE1280
NODE_1281_length_212_cov_21.705882	SEPCBS119000_NODE1281
NODE_1282_length_210_cov_94.807229	SEPCBS119000_NODE1282
NODE_1283_length_209_cov_478.585366	SEPCBS119000_NODE1283
NODE_1284_length_208_cov_227.666667	SEPCBS119000_NODE1284
NODE_1285_length_208_cov_179.345679	SEPCBS119000_NODE1285
NODE_1286_length_208_cov_78.456790	SEPCBS119000_NODE1286
NODE_1287_length_207_cov_39.112500	SEPCBS119000_NODE1287
NODE_1288_length_205_cov_10.294872	SEPCBS119000_NODE1288
NODE_1289_length_204_cov_28.883117	SEPCBS119000_NODE1289
NODE_1290_length_203_cov_6.434211	SEPCBS119000_NODE1290
NODE_1291_length_203_cov_2.986842	SEPCBS119000_NODE1291
NODE_1292_length_203_cov_1.907895	SEPCBS119000_NODE1292
NODE_1293_length_202_cov_4.080000	SEPCBS119000_NODE1293
NODE_1294_length_201_cov_335.243243	SEPCBS119000_NODE1294
NODE_1295_length_201_cov_136.067568	SEPCBS119000_NODE1295
NODE_1296_length_201_cov_26.932432	SEPCBS119000_NODE1296
NODE_1297_length_200_cov_155.452055	SEPCBS119000_NODE1297
NODE_1298_length_200_cov_5.301370	SEPCBS119000_NODE1298
NODE_1299_length_200_cov_5.027397	SEPCBS119000_NODE1299
NODE_1300_length_200_cov_3.726027	SEPCBS119000_NODE1300
NODE_1301_length_199_cov_1308.347222	SEPCBS119000_NODE1301
NODE_1302_length_199_cov_417.236111	SEPCBS119000_NODE1302
NODE_1303_length_199_cov_245.430556	SEPCBS119000_NODE1303
NODE_1304_length_199_cov_4.125000	SEPCBS119000_NODE1304
NODE_1305_length_197_cov_25.771429	SEPCBS119000_NODE1305
NODE_1306_length_197_cov_6.900000	SEPCBS119000_NODE1306
NODE_1307_length_197_cov_3.414286	SEPCBS119000_NODE1307
NODE_1308_length_197_cov_2.385714	SEPCBS119000_NODE1308
NODE_1309_length_196_cov_819.536232	SEPCBS119000_NODE1309
NODE_1310_length_196_cov_181.884058	SEPCBS119000_NODE1310
NODE_1311_length_196_cov_11.608696	SEPCBS119000_NODE1311
NODE_1312_length_196_cov_6.579710	SEPCBS119000_NODE1312
NODE_1313_length_194_cov_7.149254	SEPCBS119000_NODE1313
NODE_1314_length_193_cov_317.636364	SEPCBS119000_NODE1314
NODE_1315_length_193_cov_154.666667	SEPCBS119000_NODE1315
NODE_1316_length_193_cov_63.863636	SEPCBS119000_NODE1316
NODE_1317_length_193_cov_2.409091	SEPCBS119000_NODE1317
NODE_1318_length_192_cov_220.984615	SEPCBS119000_NODE1318
NODE_1319_length_192_cov_154.461538	SEPCBS119000_NODE1319
NODE_1320_length_191_cov_326.984375	SEPCBS119000_NODE1320
NODE_1321_length_191_cov_73.468750	SEPCBS119000_NODE1321
NODE_1322_length_191_cov_3.812500	SEPCBS119000_NODE1322
NODE_1323_length_191_cov_2.015625	SEPCBS119000_NODE1323
NODE_1324_length_190_cov_332.222222	SEPCBS119000_NODE1324
NODE_1325_length_190_cov_4.444444	SEPCBS119000_NODE1325
NODE_1326_length_190_cov_1.825397	SEPCBS119000_NODE1326
NODE_1327_length_189_cov_1061.322581	SEPCBS119000_NODE1327
NODE_1328_length_189_cov_460.967742	SEPCBS119000_NODE1328
NODE_1329_length_189_cov_147.548387	SEPCBS119000_NODE1329
NODE_1330_length_188_cov_509.344262	SEPCBS119000_NODE1330
NODE_1331_length_188_cov_198.573770	SEPCBS119000_NODE1331
NODE_1332_length_186_cov_327.593220	SEPCBS119000_NODE1332
NODE_1333_length_186_cov_72.277955	SEPCBS119000_NODE1333
NODE_1334_length_186_cov_5.288136	SEPCBS119000_NODE1334
NODE_1335_length_185_cov_25.241379	SEPCBS119000_NODE1335
NODE_1336_length_185_cov_6.120690	SEPCBS119000_NODE1336
NODE_1337_length_184_cov_354.947368	SEPCBS119000_NODE1337
NODE_1338_length_184_cov_5.543860	SEPCBS119000_NODE1338
NODE_1339_length_183_cov_3.285714	SEPCBS119000_NODE1339
NODE_1340_length_182_cov_297.036364	SEPCBS119000_NODE1340
NODE_1341_length_182_cov_3.563636	SEPCBS119000_NODE1341
NODE_1342_length_182_cov_2.145455	SEPCBS119000_NODE1342
NODE_1343_length_181_cov_123.981481	SEPCBS119000_NODE1343
NODE_1344_length_181_cov_1.703704	SEPCBS119000_NODE1344
NODE_1345_length_180_cov_5.056604	SEPCBS119000_NODE1345
NODE_1346_length_180_cov_4.660377	SEPCBS119000_NODE1346
NODE_1347_length_180_cov_3.792453	SEPCBS119000_NODE1347
NODE_1348_length_179_cov_516.865385	SEPCBS119000_NODE1348
NODE_1349_length_179_cov_281.384615	SEPCBS119000_NODE1349
NODE_1350_length_178_cov_3.666667	SEPCBS119000_NODE1350
NODE_1351_length_177_cov_743.100000	SEPCBS119000_NODE1351
NODE_1352_length_177_cov_349.020000	SEPCBS119000_NODE1352
NODE_1353_length_177_cov_27.440000	SEPCBS119000_NODE1353
NODE_1354_length_177_cov_4.240000	SEPCBS119000_NODE1354
NODE_1355_length_177_cov_3.380000	SEPCBS119000_NODE1355
NODE_1356_length_177_cov_3.060000	SEPCBS119000_NODE1356
NODE_1357_length_177_cov_2.920000	SEPCBS119000_NODE1357
NODE_1358_length_177_cov_2.080000	SEPCBS119000_NODE1358
NODE_1359_length_177_cov_2.020000	SEPCBS119000_NODE1359
NODE_1360_length_177_cov_1.240000	SEPCBS119000_NODE1360
NODE_1361_length_176_cov_509.897959	SEPCBS119000_NODE1361
NODE_1362_length_176_cov_81.448980	SEPCBS119000_NODE1362
NODE_1363_length_176_cov_17.714286	SEPCBS119000_NODE1363
NODE_1364_length_176_cov_3.591837	SEPCBS119000_NODE1364
NODE_1365_length_176_cov_3.387755	SEPCBS119000_NODE1365
NODE_1366_length_176_cov_2.204082	SEPCBS119000_NODE1366
NODE_1367_length_175_cov_76.541667	SEPCBS119000_NODE1367
NODE_1368_length_175_cov_1.229167	SEPCBS119000_NODE1368
NODE_1369_length_175_cov_1.208333	SEPCBS119000_NODE1369
NODE_1370_length_174_cov_2.765957	SEPCBS119000_NODE1370
NODE_1371_length_174_cov_1.872340	SEPCBS119000_NODE1371
NODE_1372_length_174_cov_1.829787	SEPCBS119000_NODE1372
NODE_1373_length_174_cov_1.340426	SEPCBS119000_NODE1373
NODE_1374_length_173_cov_599.956522	SEPCBS119000_NODE1374
NODE_1375_length_173_cov_207.608696	SEPCBS119000_NODE1375
NODE_1376_length_172_cov_109.222222	SEPCBS119000_NODE1376
NODE_1377_length_172_cov_6.244444	SEPCBS119000_NODE1377
NODE_1378_length_172_cov_3.377778	SEPCBS119000_NODE1378
NODE_1379_length_170_cov_790.116279	SEPCBS119000_NODE1379
NODE_1380_length_170_cov_81.651163	SEPCBS119000_NODE1380
NODE_1381_length_169_cov_909.357143	SEPCBS119000_NODE1381
NODE_1382_length_169_cov_145.904762	SEPCBS119000_NODE1382
NODE_1383_length_167_cov_345.650000	SEPCBS119000_NODE1383
NODE_1384_length_167_cov_214.150000	SEPCBS119000_NODE1384
NODE_1385_length_166_cov_11.564103	SEPCBS119000_NODE1385
NODE_1386_length_165_cov_6.131579	SEPCBS119000_NODE1386
NODE_1387_length_165_cov_4.131579	SEPCBS119000_NODE1387
NODE_1388_length_164_cov_2.567568	SEPCBS119000_NODE1388
NODE_1389_length_162_cov_1.714286	SEPCBS119000_NODE1389
NODE_1390_length_161_cov_326.470588	SEPCBS119000_NODE1390
NODE_1391_length_161_cov_125.588235	SEPCBS119000_NODE1391
NODE_1392_length_161_cov_43.117647	SEPCBS119000_NODE1392
NODE_1393_length_160_cov_138.181818	SEPCBS119000_NODE1393
NODE_1394_length_159_cov_163.687500	SEPCBS119000_NODE1394
NODE_1395_length_158_cov_76.258065	SEPCBS119000_NODE1395
NODE_1396_length_158_cov_51.129032	SEPCBS119000_NODE1396
NODE_1397_length_158_cov_6.064516	SEPCBS119000_NODE1397
NODE_1398_length_157_cov_157.966667	SEPCBS119000_NODE1398
NODE_1399_length_157_cov_67.866667	SEPCBS119000_NODE1399
NODE_1400_length_157_cov_19.866667	SEPCBS119000_NODE1400
NODE_1401_length_157_cov_18.433333	SEPCBS119000_NODE1401
NODE_1402_length_157_cov_5.833333	SEPCBS119000_NODE1402
NODE_1403_length_156_cov_48.000000	SEPCBS119000_NODE1403
NODE_1404_length_155_cov_314.250000	SEPCBS119000_NODE1404
NODE_1405_length_155_cov_12.857143	SEPCBS119000_NODE1405
NODE_1406_length_155_cov_7.750000	SEPCBS119000_NODE1406
NODE_1407_length_152_cov_209.600000	SEPCBS119000_NODE1407
NODE_1408_length_152_cov_166.200000	SEPCBS119000_NODE1408
NODE_1409_length_152_cov_70.160000	SEPCBS119000_NODE1409
NODE_1410_length_152_cov_60.200000	SEPCBS119000_NODE1410
NODE_1411_length_152_cov_11.680000	SEPCBS119000_NODE1411
NODE_1412_length_152_cov_7.680000	SEPCBS119000_NODE1412
NODE_1413_length_151_cov_707.125000	SEPCBS119000_NODE1413
NODE_1414_length_151_cov_319.583333	SEPCBS119000_NODE1414
NODE_1415_length_151_cov_313.416667	SEPCBS119000_NODE1415
NODE_1416_length_151_cov_200.083333	SEPCBS119000_NODE1416
NODE_1417_length_151_cov_154.375000	SEPCBS119000_NODE1417
NODE_1418_length_151_cov_71.147482	SEPCBS119000_NODE1418
NODE_1419_length_150_cov_41.782609	SEPCBS119000_NODE1419
NODE_1420_length_149_cov_174.181818	SEPCBS119000_NODE1420
NODE_1421_length_148_cov_95.857143	SEPCBS119000_NODE1421
NODE_1422_length_148_cov_3.666667	SEPCBS119000_NODE1422
NODE_1423_length_148_cov_2.190476	SEPCBS119000_NODE1423
NODE_1424_length_147_cov_190.400000	SEPCBS119000_NODE1424
NODE_1425_length_147_cov_150.100000	SEPCBS119000_NODE1425
NODE_1426_length_147_cov_10.500000	SEPCBS119000_NODE1426
NODE_1427_length_147_cov_10.350000	SEPCBS119000_NODE1427
NODE_1428_length_147_cov_9.700000	SEPCBS119000_NODE1428
NODE_1429_length_146_cov_181.736842	SEPCBS119000_NODE1429
NODE_1430_length_146_cov_141.631579	SEPCBS119000_NODE1430
NODE_1431_length_146_cov_2.000000	SEPCBS119000_NODE1431
NODE_1432_length_146_cov_1.631579	SEPCBS119000_NODE1432
NODE_1433_length_145_cov_9.888889	SEPCBS119000_NODE1433
NODE_1434_length_145_cov_8.055556	SEPCBS119000_NODE1434
NODE_1435_length_145_cov_3.611111	SEPCBS119000_NODE1435
NODE_1436_length_145_cov_3.055556	SEPCBS119000_NODE1436
NODE_1437_length_144_cov_219.411765	SEPCBS119000_NODE1437
NODE_1438_length_144_cov_101.529412	SEPCBS119000_NODE1438
NODE_1439_length_143_cov_193.125000	SEPCBS119000_NODE1439
NODE_1440_length_143_cov_54.375000	SEPCBS119000_NODE1440
NODE_1441_length_143_cov_30.187500	SEPCBS119000_NODE1441
NODE_1442_length_143_cov_4.250000	SEPCBS119000_NODE1442
NODE_1443_length_142_cov_527.266667	SEPCBS119000_NODE1443
NODE_1444_length_142_cov_496.733333	SEPCBS119000_NODE1444
NODE_1445_length_142_cov_480.333333	SEPCBS119000_NODE1445
NODE_1446_length_142_cov_141.600000	SEPCBS119000_NODE1446
NODE_1447_length_142_cov_107.400000	SEPCBS119000_NODE1447
NODE_1448_length_142_cov_89.533333	SEPCBS119000_NODE1448
NODE_1449_length_142_cov_38.333333	SEPCBS119000_NODE1449
NODE_1450_length_142_cov_7.000000	SEPCBS119000_NODE1450
NODE_1451_length_142_cov_5.733333	SEPCBS119000_NODE1451
NODE_1452_length_142_cov_5.066667	SEPCBS119000_NODE1452
NODE_1453_length_141_cov_218.285714	SEPCBS119000_NODE1453
NODE_1454_length_141_cov_16.928571	SEPCBS119000_NODE1454
NODE_1455_length_140_cov_497.692308	SEPCBS119000_NODE1455
NODE_1456_length_140_cov_40.923077	SEPCBS119000_NODE1456
NODE_1457_length_140_cov_16.538462	SEPCBS119000_NODE1457
NODE_1458_length_139_cov_5.500000	SEPCBS119000_NODE1458
NODE_1459_length_138_cov_388.909091	SEPCBS119000_NODE1459
NODE_1460_length_138_cov_120.818182	SEPCBS119000_NODE1460
NODE_1461_length_137_cov_1932.100000	SEPCBS119000_NODE1461
NODE_1462_length_137_cov_333.500000	SEPCBS119000_NODE1462
NODE_1463_length_137_cov_161.800000	SEPCBS119000_NODE1463
NODE_1464_length_137_cov_84.600000	SEPCBS119000_NODE1464
NODE_1465_length_137_cov_55.200000	SEPCBS119000_NODE1465
NODE_1466_length_137_cov_34.400000	SEPCBS119000_NODE1466
NODE_1467_length_137_cov_31.200000	SEPCBS119000_NODE1467
NODE_1468_length_137_cov_22.300000	SEPCBS119000_NODE1468
NODE_1469_length_137_cov_3.400000	SEPCBS119000_NODE1469
NODE_1470_length_136_cov_600.888889	SEPCBS119000_NODE1470
NODE_1471_length_136_cov_559.666667	SEPCBS119000_NODE1471
NODE_1472_length_136_cov_397.555556	SEPCBS119000_NODE1472
NODE_1473_length_136_cov_70.666667	SEPCBS119000_NODE1473
NODE_1474_length_136_cov_12.777778	SEPCBS119000_NODE1474
NODE_1475_length_136_cov_6.777778	SEPCBS119000_NODE1475
NODE_1476_length_136_cov_1.111111	SEPCBS119000_NODE1476
NODE_1477_length_135_cov_435.000000	SEPCBS119000_NODE1477
NODE_1478_length_135_cov_396.875000	SEPCBS119000_NODE1478
NODE_1479_length_135_cov_321.500000	SEPCBS119000_NODE1479
NODE_1480_length_135_cov_209.500000	SEPCBS119000_NODE1480
NODE_1481_length_135_cov_144.125000	SEPCBS119000_NODE1481
NODE_1482_length_135_cov_9.625000	SEPCBS119000_NODE1482
NODE_1483_length_135_cov_5.000000	SEPCBS119000_NODE1483
NODE_1484_length_135_cov_3.125000	SEPCBS119000_NODE1484
NODE_1485_length_135_cov_2.750000	SEPCBS119000_NODE1485
NODE_1486_length_135_cov_1.750000	SEPCBS119000_NODE1486
NODE_1487_length_134_cov_166.000000	SEPCBS119000_NODE1487
NODE_1488_length_134_cov_57.857143	SEPCBS119000_NODE1488
NODE_1489_length_134_cov_6.285714	SEPCBS119000_NODE1489
NODE_1490_length_134_cov_5.000000	SEPCBS119000_NODE1490
NODE_1491_length_133_cov_232.666667	SEPCBS119000_NODE1491
NODE_1492_length_133_cov_219.166667	SEPCBS119000_NODE1492
NODE_1493_length_133_cov_187.000000	SEPCBS119000_NODE1493
NODE_1494_length_133_cov_12.666667	SEPCBS119000_NODE1494
NODE_1495_length_132_cov_843.600000	SEPCBS119000_NODE1495
NODE_1496_length_132_cov_95.400000	SEPCBS119000_NODE1496
NODE_1497_length_131_cov_790.000000	SEPCBS119000_NODE1497
NODE_1498_length_131_cov_516.500000	SEPCBS119000_NODE1498
NODE_1499_length_131_cov_371.500000	SEPCBS119000_NODE1499
NODE_1500_length_131_cov_100.500000	SEPCBS119000_NODE1500
NODE_1501_length_131_cov_31.500000	SEPCBS119000_NODE1501
NODE_1502_length_130_cov_322.000000	SEPCBS119000_NODE1502
NODE_1503_length_130_cov_266.333333	SEPCBS119000_NODE1503
NODE_1504_length_130_cov_188.666667	SEPCBS119000_NODE1504
NODE_1505_length_130_cov_134.000000	SEPCBS119000_NODE1505
NODE_1506_length_130_cov_123.333333	SEPCBS119000_NODE1506
NODE_1507_length_130_cov_89.000000	SEPCBS119000_NODE1507
NODE_1508_length_130_cov_88.333333	SEPCBS119000_NODE1508
NODE_1509_length_130_cov_47.333333	SEPCBS119000_NODE1509
NODE_1510_length_130_cov_46.000000	SEPCBS119000_NODE1510
NODE_1511_length_130_cov_1.666667	SEPCBS119000_NODE1511
NODE_1512_length_129_cov_835.500000	SEPCBS119000_NODE1512
NODE_1513_length_129_cov_475.000000	SEPCBS119000_NODE1513
NODE_1514_length_129_cov_395.500000	SEPCBS119000_NODE1514
NODE_1515_length_129_cov_317.000000	SEPCBS119000_NODE1515
NODE_1516_length_129_cov_283.000000	SEPCBS119000_NODE1516
NODE_1517_length_129_cov_282.000000	SEPCBS119000_NODE1517
NODE_1518_length_129_cov_266.000000	SEPCBS119000_NODE1518
NODE_1519_length_129_cov_237.000000	SEPCBS119000_NODE1519
NODE_1520_length_129_cov_226.500000	SEPCBS119000_NODE1520
NODE_1521_length_129_cov_201.500000	SEPCBS119000_NODE1521
NODE_1522_length_129_cov_180.500000	SEPCBS119000_NODE1522
NODE_1523_length_129_cov_180.000000	SEPCBS119000_NODE1523
NODE_1524_length_129_cov_171.000000	SEPCBS119000_NODE1524
NODE_1525_length_129_cov_170.500000	SEPCBS119000_NODE1525
NODE_1526_length_129_cov_167.500000	SEPCBS119000_NODE1526
NODE_1527_length_129_cov_155.000000	SEPCBS119000_NODE1527
NODE_1528_length_129_cov_140.000000	SEPCBS119000_NODE1528
NODE_1529_length_129_cov_139.500000	SEPCBS119000_NODE1529
NODE_1530_length_129_cov_117.000000	SEPCBS119000_NODE1530
NODE_1531_length_129_cov_77.500000	SEPCBS119000_NODE1531
NODE_1532_length_129_cov_73.500000	SEPCBS119000_NODE1532
NODE_1533_length_129_cov_13.500000	SEPCBS119000_NODE1533
NODE_1534_length_129_cov_8.500000	SEPCBS119000_NODE1534
NODE_1535_length_129_cov_6.500000	SEPCBS119000_NODE1535
NODE_1536_length_129_cov_3.000000	SEPCBS119000_NODE1536
NODE_1537_length_128_cov_907.000000	SEPCBS119000_NODE1537
NODE_1538_length_128_cov_395.000000	SEPCBS119000_NODE1538
NODE_1539_length_128_cov_353.000000	SEPCBS119000_NODE1539
NODE_1540_length_128_cov_319.000000	SEPCBS119000_NODE1540
NODE_1541_length_128_cov_299.000000	SEPCBS119000_NODE1541
NODE_1542_length_128_cov_298.000000	SEPCBS119000_NODE1542
NODE_1543_length_128_cov_291.000000	SEPCBS119000_NODE1543
NODE_1544_length_128_cov_289.000000	SEPCBS119000_NODE1544
NODE_1545_length_128_cov_264.000000	SEPCBS119000_NODE1545
NODE_1546_length_128_cov_255.000000	SEPCBS119000_NODE1546
NODE_1547_length_128_cov_224.000000	SEPCBS119000_NODE1547
NODE_1548_length_128_cov_216.000000	SEPCBS119000_NODE1548
NODE_1549_length_128_cov_212.000000	SEPCBS119000_NODE1549
NODE_1550_length_128_cov_204.000000	SEPCBS119000_NODE1550
NODE_1551_length_128_cov_172.000000	SEPCBS119000_NODE1551
NODE_1552_length_128_cov_156.000000	SEPCBS119000_NODE1552
NODE_1553_length_128_cov_149.000000	SEPCBS119000_NODE1553
NODE_1554_length_128_cov_145.000000	SEPCBS119000_NODE1554
NODE_1555_length_128_cov_138.000000	SEPCBS119000_NODE1555
NODE_1556_length_128_cov_133.000000	SEPCBS119000_NODE1556
NODE_1557_length_128_cov_132.000000	SEPCBS119000_NODE1557
NODE_1558_length_128_cov_123.000000	SEPCBS119000_NODE1558
NODE_1559_length_128_cov_122.000000	SEPCBS119000_NODE1559
NODE_1560_length_128_cov_120.000000	SEPCBS119000_NODE1560
NODE_1561_length_128_cov_116.000000	SEPCBS119000_NODE1561
NODE_1562_length_128_cov_116.000000	SEPCBS119000_NODE1562
NODE_1563_length_128_cov_112.000000	SEPCBS119000_NODE1563
NODE_1564_length_128_cov_109.000000	SEPCBS119000_NODE1564
NODE_1565_length_128_cov_104.000000	SEPCBS119000_NODE1565
NODE_1566_length_128_cov_101.000000	SEPCBS119000_NODE1566
NODE_1567_length_128_cov_97.000000	SEPCBS119000_NODE1567
NODE_1568_length_128_cov_87.000000	SEPCBS119000_NODE1568
NODE_1569_length_128_cov_85.000000	SEPCBS119000_NODE1569
NODE_1570_length_128_cov_71.000000	SEPCBS119000_NODE1570
NODE_1571_length_128_cov_66.000000	SEPCBS119000_NODE1571
NODE_1572_length_128_cov_46.000000	SEPCBS119000_NODE1572
NODE_1573_length_128_cov_41.000000	SEPCBS119000_NODE1573
NODE_1574_length_128_cov_39.000000	SEPCBS119000_NODE1574
NODE_1575_length_128_cov_38.000000	SEPCBS119000_NODE1575
NODE_1576_length_128_cov_17.000000	SEPCBS119000_NODE1576
NODE_1577_length_128_cov_16.000000	SEPCBS119000_NODE1577
NODE_1578_length_128_cov_11.000000	SEPCBS119000_NODE1578
NODE_1579_length_128_cov_5.000000	SEPCBS119000_NODE1579
NODE_1580_length_128_cov_5.000000	SEPCBS119000_NODE1580
NODE_1581_length_128_cov_2.000000	SEPCBS119000_NODE1581
