tip	accession	genus	kingdom	phylum	class	order	family	colours_kingdom	colours_phylum	colours_sordario	colours_hypocr
KAI0349736.1_Trametes_cingulata	KAI0349736.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI8982722.1_Trametes_punicea	KAI8982722.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
OJT14343.1_Trametes_pubescens	OJT14343.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
CDO76981.1_Trametes_cinnabarina	CDO76981.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0648942.1_Trametes_meyenii	KAI0648942.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0775034.1_Trametes_elegans	KAI0775034.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
CDO75550.1_Trametes_cinnabarina	CDO75550.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0649146.1_Trametes_meyenii	KAI0649146.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI8980162.1_Trametes_punicea	KAI8980162.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
AUM86166.1_Trametes_coccinea	AUM86166.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI9060680.1_Trametes_sanguinea	KAI9060680.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0833448.1_Trametes_gibbosa	KAI0833448.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_008039133.1_Trametes_versicolor_FP_101664SS1	XP_008039133.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
OJT10915.1_Trametes_pubescens	OJT10915.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3019167.1_Trametes_sanguinea	KAJ3019167.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0635898.1_Trametes_polyzona	KAI0635898.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0671704.1_Trametes_maxima	KAI0671704.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0359907.1_Trametes_cingulata	KAI0359907.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3006596.1_Trametes_sanguinea	KAJ3006596.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0775242.1_Trametes_elegans	KAI0775242.1	Trametes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9948720.1_Amylocystis_lapponica	KAH9948720.1	Amylocystis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9948617.1_Amylocystis_lapponica	KAH9948617.1	Amylocystis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9948719.1_Amylocystis_lapponica	KAH9948719.1	Amylocystis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_024335625.1_Postia_placenta_MAD_698_R_SB12	XP_024335625.1	Postia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9815808.1_Postia_placenta	KAF9815808.1	Postia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_027619462.1_Sparassis_crispa	XP_027619462.1	Sparassis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_027620905.1_Sparassis_crispa	XP_027620905.1	Sparassis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_027619473.1_Sparassis_crispa	XP_027619473.1	Sparassis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	#3B3B3BFF	#9ECAE1	NA	NA
THH29416.1_Antrodiella_citrinella	THH29416.1	Antrodiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	#3B3B3BFF	#9ECAE1	NA	NA
THH29437.1_Antrodiella_citrinella	THH29437.1	Antrodiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	#3B3B3BFF	#9ECAE1	NA	NA
THH29424.1_Antrodiella_citrinella	THH29424.1	Antrodiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	#3B3B3BFF	#9ECAE1	NA	NA
TCD64057.1_Steccherinum_ochraceum	TCD64057.1	Steccherinum	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	#3B3B3BFF	#9ECAE1	NA	NA
TCD64054.1_Steccherinum_ochraceum	TCD64054.1	Steccherinum	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	#3B3B3BFF	#9ECAE1	NA	NA
TCD61917.1_Steccherinum_ochraceum	TCD61917.1	Steccherinum	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0059243.1_Artomyces_pyxidatus	KAI0059243.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0059260.1_Artomyces_pyxidatus	KAI0059260.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0063966.1_Artomyces_pyxidatus	KAI0063966.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0063967.1_Artomyces_pyxidatus	KAI0063967.1	Artomyces	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0051570.1_Auriscalpium_vulgare	KAI0051570.1	Auriscalpium	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0046343.1_Auriscalpium_vulgare	KAI0046343.1	Auriscalpium	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	#3B3B3BFF	#9ECAE1	NA	NA
THH19240.1_Bondarzewia_mesenterica	THH19240.1	Bondarzewia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	#3B3B3BFF	#9ECAE1	NA	NA
THH19259.1_Bondarzewia_mesenterica	THH19259.1	Bondarzewia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_009545122.1_Heterobasidion_irregulare_TC32_1	XP_009545122.1	Heterobasidion	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_009545121.1_Heterobasidion_irregulare_TC32_1	XP_009545121.1	Heterobasidion	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAA1467126.1_Dentipellis_sp._KUC8613	KAA1467126.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFY61724.1_Dentipellis_fragilis	TFY61724.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAA1467091.1_Dentipellis_sp._KUC8613	KAA1467091.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFY69232.1_Dentipellis_fragilis	TFY69232.1	Dentipellis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFY82132.1_Hericium_alpestre	TFY82132.1	Hericium	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0034574.1_Vararia_minispora_EC_137	KAI0034574.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0034577.1_Vararia_minispora_EC_137	KAI0034577.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0036026.1_Vararia_minispora_EC_137	KAI0036026.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0026658.1_Vararia_minispora_EC_137	KAI0026658.1	Vararia	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	#3B3B3BFF	#9ECAE1	NA	NA
VDB86651.1_Peniophora_sp._CBMAI1063	VDB86651.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV68185.1_Peniophora_sp._CONT	KZV68185.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
VDB86654.1_Peniophora_sp._CBMAI1063	VDB86654.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV68182.1_Peniophora_sp._CONT	KZV68182.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV69208.1_Peniophora_sp._CONT	KZV69208.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
VDC02569.1_Peniophora_sp._CBMAI1063	VDC02569.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV72373.1_Peniophora_sp._CONT	KZV72373.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
VDB84992.1_Peniophora_sp._CBMAI1063	VDB84992.1	Peniophora	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9058370.1_Lactarius_vividus	KAH9058370.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI9440050.1_Lactarius_indigo	KAI9440050.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9037881.1_Lactarius_pseudohatsudake	KAH9037881.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH8994869.1_Lactarius_akahatsu	KAH8994869.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI9461708.1_Lactarius_psammicola	KAI9461708.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9068331.1_Lactarius_deliciosus	KAH9068331.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9002898.1_Lactarius_hatsudake	KAH9002898.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9178272.1_Lactarius_sanguifluus	KAH9178272.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8269563.1_Lactarius_quietus	KAF8269563.1	Lactarius	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0250269.1_Lactifluus_subvellereus	KAI0250269.1	Lactifluus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9972789.1_Lactifluus_volemus	KAH9972789.1	Lactifluus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0295903.1_Multifurca_ochricompacta	KAI0295903.1	Multifurca	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0303823.1_Multifurca_ochricompacta	KAI0303823.1	Multifurca	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI9512042.1_Russula_earlei	KAI9512042.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0001502.1_Russula_compacta	KAI0001502.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9986247.1_Russula_vinacea	KAH9986247.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0279744.1_Russula_aff._rugulosaBPL654	KAI0279744.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8501713.1_Russula_emetica	KAF8501713.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8501716.1_Russula_emetica	KAF8501716.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0287778.1_Russula_brevipes	KAI0287778.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8486165.1_Russula_ochroleuca	KAF8486165.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0279745.1_Russula_aff._rugulosaBPL654	KAI0279745.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8486164.1_Russula_ochroleuca	KAF8486164.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9959614.1_Russula_dissimulans	KAH9959614.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9959610.1_Russula_dissimulans	KAH9959610.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0287995.1_Russula_brevipes	KAI0287995.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0280328.1_Russula_brevipes	KAI0280328.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0287991.1_Russula_brevipes	KAI0287991.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH9986246.1_Russula_vinacea	KAH9986246.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0322552.1_Amylostereum_chailletii	KAI0322552.1	Amylostereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0322548.1_Amylostereum_chailletii	KAI0322548.1	Amylostereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0316452.1_Amylostereum_chailletii	KAI0316452.1	Amylostereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007301417.1_Stereum_hirsutum_FP_91666SS1	XP_007301417.1	Stereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007306950.1_Stereum_hirsutum_FP_91666SS1	XP_007306950.1	Stereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007299807.1_Stereum_hirsutum_FP_91666SS1	XP_007299807.1	Stereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI0264500.1_Gloeopeniophorella_convolvens	KAI0264500.1	Gloeopeniophorella	Fungi	Basidiomycota	Agaricomycetes	Russulales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
CAG7848880.1_Serendipita_indica_DSM11827	CAG7848880.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8754232.1_Serendipita_sp._396	KAG8754232.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
CCA72555.1_Serendipita_indica_DSM11827	CCA72555.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAG7847402.1_Serendipita_indica_DSM11827	CAG7847402.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
PVF99774.1_Serendipita_vermifera	PVF99774.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8836044.1_Serendipita_sp._399	KAG8836044.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIM34148.1_Serendipita_vermifera_MAFF305830	KIM34148.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
CCA71530.1_Serendipita_indica_DSM11827	CCA71530.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
CCA68158.1_Serendipita_indica_DSM11827	CCA68158.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
PVG03262.1_Serendipita_vermifera	PVG03262.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8749374.1_Serendipita_sp._396	KAG8749374.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
CCA68159.1_Serendipita_indica_DSM11827	CCA68159.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAG7847400.1_Serendipita_indica_DSM11827	CAG7847400.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9058880.1_Serendipita_sp._407	KAG9058880.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9790380.1_Thelephora_terrestris	KAF9790380.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9648927.1_Thelephora_ganbajun	KAF9648927.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9790725.1_Thelephora_terrestris	KAF9790725.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9647895.1_Thelephora_ganbajun	KAF9647895.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9790728.1_Thelephora_terrestris	KAF9790728.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9647898.1_Thelephora_ganbajun	KAF9647898.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KZT40257.1_Sistotremastrum_suecicum_HHB10207ss_3	KZT40257.1	Sistotremastrum	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KZS91941.1_Sistotremastrum_niveocremeum_HHB9708	KZS91941.1	Sistotremastrum	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KAH8925420.1_Atractiella_rhizophila	KAH8925420.1	Atractiella	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZT57664.1_Calocera_cornea_HHB12733	KZT57664.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZO90691.1_Calocera_viscosa_TUFC12733	KZO90691.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZT57666.1_Calocera_cornea_HHB12733	KZT57666.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZO90689.1_Calocera_viscosa_TUFC12733	KZO90689.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_040631690.1_Dacryopinax_primogenitus	XP_040631690.1	Dacryopinax	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_040631691.1_Dacryopinax_primogenitus	XP_040631691.1	Dacryopinax	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_040629811.1_Dacryopinax_primogenitus	XP_040629811.1	Dacryopinax	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK4704433.1_Phenoliferia_sp._Uapishka_3	KAK4704433.1	Phenoliferia	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK4703993.1_Phenoliferia_sp._Uapishka_3	KAK4703993.1	Phenoliferia	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	#3B3B3BFF	#9ECAE1	NA	NA
ORY88298.1_Leucosporidium_creatinivorum	ORY88298.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
ORY79724.1_Leucosporidium_creatinivorum	ORY79724.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
ORY89679.1_Leucosporidium_creatinivorum	ORY89679.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
ORY91521.1_Leucosporidium_creatinivorum	ORY91521.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
ORY51762.1_Leucosporidium_creatinivorum	ORY51762.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDE05902.1_Microbotryum_lychnidis_dioicae_p1A1Lamole	KDE05902.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	#3B3B3BFF	#9ECAE1	NA	NA
SCZ94805.1_Microbotryum_saponariae	SCZ94805.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	#3B3B3BFF	#9ECAE1	NA	NA
SGY79428.1_Microbotryum_silenes_dioicae	SGY79428.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	#3B3B3BFF	#9ECAE1	NA	NA
SCV70878.1_Microbotryum_intermedium	SCV70878.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	#3B3B3BFF	#9ECAE1	NA	NA
PRQ71199.1_Rhodotorula_toruloides	PRQ71199.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK4330533.1_Rhodotorula_toruloides	KAK4330533.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_016275300.1_Rhodotorula_toruloides_NP11	XP_016275300.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_016271225.1_Rhodotorula_toruloides_NP11	XP_016271225.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	#3B3B3BFF	#9ECAE1	NA	NA
POY71101.1_Rhodotorula_taiwanensis	POY71101.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	#3B3B3BFF	#9ECAE1	NA	NA
