tip	accession	genus	kingdom	phylum	class	order	family
KIY64670.1_Cylindrobasidium_torrendii_FP15055ss_10	KIY64670.1	Cylindrobasidium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAK0210072.1_Desarmillaria_ectypa	KAK0210072.1	Desarmillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
XP_043039020.1_Guyanagaster_necrorhizus_MCA3950	XP_043039020.1	Guyanagaster	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF9012227.1_Hymenopellis_radicata	KAF9012227.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF9005326.1_Hymenopellis_radicata	KAF9005326.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF9028369.1_Hymenopellis_radicata	KAF9028369.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF9023588.1_Hymenopellis_radicata	KAF9023588.1	Hymenopellis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF8912293.1_Mucidula_mucida	KAF8912293.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF8906344.1_Mucidula_mucida	KAF8906344.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF8913300.1_Mucidula_mucida	KAF8913300.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF8912290.1_Mucidula_mucida	KAF8912290.1	Mucidula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAF7796025.1_Pleurotus_ostreatoroseus	KAF7796025.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAF7796010.1_Pleurotus_ostreatoroseus	KAF7796010.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAF4578295.1_Pleurotus_pulmonarius	KAF4578295.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAJ8699157.1_Pleurotus_ostreatus	KAJ8699157.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
XP_036637151.1_Pleurotus_ostreatus	XP_036637151.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAF9493581.1_Pleurotus_eryngii	KAF9493581.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KDQ25667.1_Pleurotus_ostreatus_PC15	KDQ25667.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAF4580251.1_Pleurotus_pulmonarius	KAF4580251.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAJ8469013.1_Pleurotus_djamor	KAJ8469013.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAJ8519244.1_Pleurotus_djamor	KAJ8519244.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
KAG9225718.1_Pleurotus_cornucopiae	KAG9225718.1	Pleurotus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
TFK73268.1_Pluteus_cervinus	TFK73268.1	Pluteus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
TFK65698.1_Pluteus_cervinus	TFK65698.1	Pluteus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
TFK64060.1_Pluteus_cervinus	TFK64060.1	Pluteus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
KAF8643391.1_Volvariella_volvacea_WC439	KAF8643391.1	Volvariella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
KAF8646397.1_Volvariella_volvacea_WC439	KAF8646397.1	Volvariella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
KAF8646686.1_Volvariella_volvacea_WC439	KAF8646686.1	Volvariella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
RXW25490.1_Candolleomyces_aberdarensis	RXW25490.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAJ2924869.1_Candolleomyces_eurysporus	KAJ2924869.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAJ2924699.1_Candolleomyces_eurysporus	KAJ2924699.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
RXW19564.1_Candolleomyces_aberdarensis	RXW19564.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAJ2912036.1_Candolleomyces_efflorescens	KAJ2912036.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAJ2917948.1_Candolleomyces_efflorescens	KAJ2917948.1	Candolleomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TEB39952.1_Coprinellus_micaceus	TEB39952.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAJ3538245.1_Coprinellus_aureogranulatus	KAJ3538245.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TEB24653.1_Coprinellus_micaceus	TEB24653.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TEB28860.1_Coprinellus_micaceus	TEB28860.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TEB28861.1_Coprinellus_micaceus	TEB28861.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAJ3524414.1_Coprinellus_aureogranulatus	KAJ3524414.1	Coprinellus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TFK22737.1_Coprinopsis_marcescibilis	TFK22737.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAH6909257.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6909257.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
XP_001836582.1_Coprinopsis_cinerea_okayama7_130	XP_001836582.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TFK24632.1_Coprinopsis_marcescibilis	TFK24632.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TFK26683.1_Coprinopsis_marcescibilis	TFK26683.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAG2021178.1_Coprinopsis_cinerea_AmutBmutpab1_1	KAG2021178.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TFK24631.1_Coprinopsis_marcescibilis	TFK24631.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAH6917100.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6917100.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
XP_001835509.1_Coprinopsis_cinerea_okayama7_130	XP_001835509.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TFK27566.1_Coprinopsis_marcescibilis	TFK27566.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAH6919310.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6919310.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
XP_001835502.2_Coprinopsis_cinerea_okayama7_130	XP_001835502.2	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAH6899228.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6899228.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAH6912658.1_Coprinopsis_sp._MPI_PUGE_AT_0042	KAH6912658.1	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
XP_001829371.2_Coprinopsis_cinerea_okayama7_130	XP_001829371.2	Coprinopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAF6759800.1_Tulosesus_angulatus	KAF6759800.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAF6743405.1_Tulosesus_angulatus	KAF6743405.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAF6758275.1_Tulosesus_angulatus	KAF6758275.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
KAF6758555.1_Tulosesus_angulatus	KAF6758555.1	Tulosesus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
TFK98191.1_Pterula_gracilis	TFK98191.1	Pterula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae
TFL00990.1_Pterula_gracilis	TFL00990.1	Pterula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae
TRM67874.1_Auriculariopsis_ampla	TRM67874.1	Auriculariopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
TRM60588.1_Auriculariopsis_ampla	TRM60588.1	Auriculariopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
TRM57028.1_Auriculariopsis_ampla	TRM57028.1	Auriculariopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
KAI4517777.1_Schizophyllum_commune_LoenenD	KAI4517777.1	Schizophyllum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
KAI4525713.1_Schizophyllum_commune_LoenenD	KAI4525713.1	Schizophyllum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
XP_003035108.1_Schizophyllum_commune_H4_8	XP_003035108.1	Schizophyllum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
KAH8100774.1_Cristinia_sonorae	KAH8100774.1	Cristinia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae
KAH8100776.1_Cristinia_sonorae	KAH8100776.1	Cristinia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae
KAH8100765.1_Cristinia_sonorae	KAH8100765.1	Cristinia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae
KAF9550173.1_Agrocybe_pediades	KAF9550173.1	Agrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF9555468.1_Agrocybe_pediades	KAF9555468.1	Agrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAJ3517287.1_Agrocybe_chaxingu	KAJ3517287.1	Agrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF9552647.1_Agrocybe_pediades	KAF9552647.1	Agrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF4617821.1_Agrocybe_pediades	KAF4617821.1	Agrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAJ3514775.1_Agrocybe_chaxingu	KAJ3514775.1	Agrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF8960047.1_Flammula_alnicola	KAF8960047.1	Flammula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF8959707.1_Flammula_alnicola	KAF8959707.1	Flammula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF8959239.1_Flammula_alnicola	KAF8959239.1	Flammula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KDR78641.1_Galerina_marginata_CBS339.88	KDR78641.1	Galerina	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KDR69809.1_Galerina_marginata_CBS339.88	KDR69809.1	Galerina	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KDR82083.1_Galerina_marginata_CBS339.88	KDR82083.1	Galerina	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KJA20550.1_Hypholoma_sublateritium_FD_334SS_4	KJA20550.1	Hypholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KJA19114.1_Hypholoma_sublateritium_FD_334SS_4	KJA19114.1	Hypholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KJA14486.1_Hypholoma_sublateritium_FD_334SS_4	KJA14486.1	Hypholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF9471916.1_Pholiota_conissans	KAF9471916.1	Pholiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF8181293.1_Pholiota_molesta	KAF8181293.1	Pholiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF8172110.1_Pholiota_molesta	KAF8172110.1	Pholiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF9481334.1_Pholiota_conissans	KAF9481334.1	Pholiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF9476867.1_Pholiota_conissans	KAF9476867.1	Pholiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
PPQ83501.1_Psilocybe_cyanescens	PPQ83501.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
XP_047749454.1_Psilocybe_cubensis	XP_047749454.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF5327621.1_Psilocybe_cf._subviscida	KAF5327621.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
PPQ91790.1_Psilocybe_cyanescens	PPQ91790.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF5318169.1_Psilocybe_cf._subviscida	KAF5318169.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
XP_047751169.1_Psilocybe_cubensis	XP_047751169.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF5320701.1_Psilocybe_cf._subviscida	KAF5320701.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
PPQ91155.1_Psilocybe_cyanescens	PPQ91155.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAF5317676.1_Psilocybe_cf._subviscida	KAF5317676.1	Psilocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
KAH8830708.1_Flagelloscypha_sp._PMI_526	KAH8830708.1	Flagelloscypha	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAH8830497.1_Flagelloscypha_sp._PMI_526	KAH8830497.1	Flagelloscypha	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAH8824929.1_Flagelloscypha_sp._PMI_526	KAH8824929.1	Flagelloscypha	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAG6830510.1_Tricholoma_furcatifolium	KAG6830510.1	Tricholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAF8228797.1_Tricholoma_matsutake_945	KAF8228797.1	Tricholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAF8227927.1_Tricholoma_matsutake_945	KAF8227927.1	Tricholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAF8237042.1_Tricholoma_matsutake_945	KAF8237042.1	Tricholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
KAG6811037.1_Tricholoma_furcatifolium	KAG6811037.1	Tricholoma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
THU83384.1_Dendrothele_bispora_CBS962.96	THU83384.1	Dendrothele	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unknown
THU92255.1_Dendrothele_bispora_CBS962.96	THU92255.1	Dendrothele	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unknown
THU95040.1_Dendrothele_bispora_CBS962.96	THU95040.1	Dendrothele	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unknown
KAF8896670.1_Infundibulicybe_gibba	KAF8896670.1	Infundibulicybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unknown
KAF8889795.1_Infundibulicybe_gibba	KAF8889795.1	Infundibulicybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unknown
KII89650.1_Plicaturopsis_crispa_FD_325SS_3	KII89650.1	Plicaturopsis	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae
KII89670.1_Plicaturopsis_crispa_FD_325SS_3	KII89670.1	Plicaturopsis	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae
KAF7977165.1_Athelia_sp._TMB	KAF7977165.1	Athelia	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae
KAF7977061.1_Athelia_sp._TMB	KAF7977061.1	Athelia	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae
KAF7982487.1_Athelia_sp._TMB	KAF7982487.1	Athelia	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae
KZP23879.1_Fibularhizoctonia_sp._CBS109695	KZP23879.1	Fibularhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae
KZP23875.1_Fibularhizoctonia_sp._CBS109695	KZP23875.1	Fibularhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae
KIM84967.1_Piloderma_croceum_F1598	KIM84967.1	Piloderma	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae
EJD54502.1_Auricularia_subglabra_TFB_10046SS5	EJD54502.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
EJD40562.1_Auricularia_subglabra_TFB_10046SS5	EJD40562.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
EJD45963.1_Auricularia_subglabra_TFB_10046SS5	EJD45963.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
EJD40561.1_Auricularia_subglabra_TFB_10046SS5	EJD40561.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
EJD40559.1_Auricularia_subglabra_TFB_10046SS5	EJD40559.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
EJD38255.1_Auricularia_subglabra_TFB_10046SS5	EJD38255.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
EJD40358.1_Auricularia_subglabra_TFB_10046SS5	EJD40358.1	Auricularia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
KZW00468.1_Exidia_glandulosa_HHB12029	KZW00468.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV99282.1_Exidia_glandulosa_HHB12029	KZV99282.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZW00469.1_Exidia_glandulosa_HHB12029	KZW00469.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV82398.1_Exidia_glandulosa_HHB12029	KZV82398.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV85461.1_Exidia_glandulosa_HHB12029	KZV85461.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV97738.1_Exidia_glandulosa_HHB12029	KZV97738.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV97371.1_Exidia_glandulosa_HHB12029	KZV97371.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV88442.1_Exidia_glandulosa_HHB12029	KZV88442.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV86197.1_Exidia_glandulosa_HHB12029	KZV86197.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV83782.1_Exidia_glandulosa_HHB12029	KZV83782.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV98356.1_Exidia_glandulosa_HHB12029	KZV98356.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KZV88440.1_Exidia_glandulosa_HHB12029	KZV88440.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae
KAH7101427.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7101427.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown
KAH7096963.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7096963.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown
KAH7096951.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7096951.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown
KAH7099231.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7099231.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown
KAG6333709.1_Astraeus_odoratus	KAG6333709.1	Astraeus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Astraeaceae
KAI9566880.1_Boletus_coccyginus	KAI9566880.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAF8442202.1_Boletus_edulis_BED1	KAF8442202.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAG6369337.1_Boletus_reticuloceps	KAG6369337.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAG6375213.1_Boletus_reticuloceps	KAG6375213.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAF8436810.1_Boletus_edulis_BED1	KAF8436810.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAI9460394.1_Boletus_coccyginus	KAI9460394.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAG8212930.1_Butyriboletus_roseoflavus	KAG8212930.1	Butyriboletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAG8212936.1_Butyriboletus_roseoflavus	KAG8212936.1	Butyriboletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAG9316126.1_Chiua_virens	KAG9316126.1	Chiua	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAG9316970.1_Chiua_virens	KAG9316970.1	Chiua	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAF8553904.1_Imleria_badia	KAF8553904.1	Imleria	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAF8554672.1_Imleria_badia	KAF8554672.1	Imleria	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAH0833490.1_Lanmaoa_asiatica	KAH0833490.1	Lanmaoa	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
KAH7884632.1_Phlebopus_sp._FC_14	KAH7884632.1	Phlebopus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae
KAH7884798.1_Phlebopus_sp._FC_14	KAH7884798.1	Phlebopus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae
XP_007765609.1_Coniophora_puteana_RWD_64_598SS2	XP_007765609.1	Coniophora	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae
XP_007768205.1_Coniophora_puteana_RWD_64_598SS2	XP_007768205.1	Coniophora	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae
KAF9223310.1_Gyrodon_lividus	KAF9223310.1	Gyrodon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gyrodontaceae
KAH7904207.1_Hygrophoropsis_aurantiaca	KAH7904207.1	Hygrophoropsis	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae
KAH7910501.1_Hygrophoropsis_aurantiaca	KAH7910501.1	Hygrophoropsis	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae
KAF9238557.1_Melanogaster_broomeanus	KAF9238557.1	Melanogaster	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae
KIJ62866.1_Hydnomerulius_pinastri_MD_312	KIJ62866.1	Hydnomerulius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
KIJ66712.1_Hydnomerulius_pinastri_MD_312	KIJ66712.1	Hydnomerulius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
KIJ59037.1_Hydnomerulius_pinastri_MD_312	KIJ59037.1	Hydnomerulius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
KAF8841240.1_Paxillus_ammoniavirescens	KAF8841240.1	Paxillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
KAF8839535.1_Paxillus_ammoniavirescens	KAF8839535.1	Paxillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
KIK94802.1_Paxillus_rubicundulus_Ve08.2h10	KIK94802.1	Paxillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
KAI6028045.1_Pisolithus_microcarpus	KAI6028045.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6125828.1_Pisolithus_croceorrhizus	KAI6125828.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6096263.1_Pisolithus_croceorrhizus	KAI6096263.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6144734.1_Pisolithus_tinctorius	KAI6144734.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6124350.1_Pisolithus_croceorrhizus	KAI6124350.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KIN97737.1_Pisolithus_tinctorius_Marx270	KIN97737.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6101922.1_Pisolithus_sp._B1	KAI6101922.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6014656.1_Pisolithus_marmoratus	KAI6014656.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI5989970.1_Pisolithus_albus	KAI5989970.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6101950.1_Pisolithus_sp._B1	KAI6101950.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KIN97734.1_Pisolithus_tinctorius_Marx270	KIN97734.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
KAI6014658.1_Pisolithus_marmoratus	KAI6014658.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
